,Compound,Date,Media Sources,Negative,Neutral,Positive,Text,Tweets Ago
130,0.8271,Sat Jan 06 19:04:08 +0000 2018,CBS,0.0,0.686,0.314,RT @LivinBiblically: “The truth is it somehow gorgeously straddles both sides...I have had friends come from all different walks of life an…,31
131,-0.7717,Sat Jan 06 19:03:38 +0000 2018,CBS,0.226,0.774,0.0,RT @instinctcbs: “This is a crime show where at the end you’re not reminded of how miserable things are in the world right now…You feel sat…,32
132,0.0,Sat Jan 06 00:37:55 +0000 2018,CBS,0.0,1.0,0.0,"RT @startrekcbs: Star Trek has touched the lives of generations of fans, including the cast and writers of #StarTrekDiscovery. What's your…",33
133,0.0,Sat Jan 06 00:30:53 +0000 2018,CBS,0.0,1.0,0.0,#StrangeAngel has found its leading man! Jack Reynor will star as famed rocket engineer Jack Parsons in the upcomin… https://t.co/sHkSKABGfd,34
134,0.0,Fri Jan 05 18:30:42 +0000 2018,CBS,0.0,1.0,0.0,"The streak of new episodes continues! Watch new episodes of #MacGyver, #H50 &amp; #BlueBloods tonight starting at 8/7c.… https://t.co/xs2vbVqBJZ",35
135,0.0,Fri Jan 05 16:05:58 +0000 2018,CBS,0.0,1.0,0.0,"RT @CBSTweet: #CBSRatingsNews: CBS Sweeps Fourth Quarter Ratings in Daytime, Primetime and Late Night for the First Time Since 2009 https:/…",36
136,0.1867,Thu Jan 04 23:13:02 +0000 2018,CBS,0.0,0.89,0.11,"New year, new episodes! Don't miss all-new episodes of @BigBangTheory, @YoungSheldon, @MomCBS, @LifeInPiecesCBS, an… https://t.co/COf6Qg8Mz1",37
137,-0.296,Thu Jan 04 14:43:09 +0000 2018,CBS,0.121,0.879,0.0,"Current nominees @LadyGaga, @LittleBigTown, @Pink, Childish Gambino and more will perform live at the #GRAMMYs, Jan… https://t.co/PlLMasNPwD",38
138,0.5423,Wed Jan 03 20:33:09 +0000 2018,CBS,0.0,0.821,0.179,"RT @startrekcbs: From Airiam to Zefram Cochrane, #StarTrekDiscovery features fascinating new concepts along with classic references. What's…",39
139,-0.5267,Wed Jan 03 19:51:15 +0000 2018,CBS,0.167,0.833,0.0,Torres and Bishop went undercover as a criminal couple on the latest episode of #NCIS. Catch up now:… https://t.co/1iTEneHyJS,40
140,0.5423,Wed Jan 03 15:00:05 +0000 2018,CBS,0.0,0.857,0.143,Do you know all the nominees for Artist Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/UQa8Mu9PUV,41
141,0.0,Wed Jan 03 12:00:01 +0000 2018,CBS,0.0,1.0,0.0,"The new year of new episodes continues tonight with all-new episodes of #AmazingRace, #SEALTeam and #CriminalMinds… https://t.co/bwhNhQgsFC",42
142,-0.7692,Wed Jan 03 00:47:26 +0000 2018,CBS,0.267,0.733,0.0,"RT @BullCBS: Tonight, can #Bull prove that a teen accused of robbing a jewelry store isn't responsible for the crime? Tune in at 9/8c or st…",43
143,0.8516,Tue Jan 02 22:41:51 +0000 2018,CBS,0.0,0.66,0.34,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9,44
144,0.0,Tue Jan 02 08:00:03 +0000 2018,CBS,0.0,1.0,0.0,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf",45
145,0.0,Mon Jan 01 01:16:12 +0000 2018,CBS,0.0,1.0,0.0,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h",46
146,0.7798,Sun Dec 31 14:37:05 +0000 2017,CBS,0.0,0.736,0.264,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,47
147,0.0,Sat Dec 30 20:25:20 +0000 2017,CBS,0.0,1.0,0.0,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…",48
148,0.3612,Sat Dec 30 20:24:58 +0000 2017,CBS,0.0,0.884,0.116,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,49
149,0.0857,Fri Dec 29 16:06:02 +0000 2017,CBS,0.144,0.699,0.157,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip,50
150,0.1511,Thu Dec 28 20:31:01 +0000 2017,CBS,0.096,0.783,0.121,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm",51
151,0.0,Thu Dec 28 19:28:22 +0000 2017,CBS,0.0,1.0,0.0,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE,52
152,0.875,Wed Dec 27 22:45:05 +0000 2017,CBS,0.0,0.643,0.357,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,53
153,0.7717,Wed Dec 27 21:04:10 +0000 2017,CBS,0.0,0.705,0.295,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",54
154,0.8452,Wed Dec 27 19:52:02 +0000 2017,CBS,0.0,0.663,0.337,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,55
155,0.0,Wed Dec 27 19:40:34 +0000 2017,CBS,0.0,1.0,0.0,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",56
156,0.7003,Wed Dec 27 12:00:01 +0000 2017,CBS,0.0,0.766,0.234,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",57
157,0.8398,Wed Dec 27 07:27:33 +0000 2017,CBS,0.0,0.64,0.36,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,58
158,0.8221,Wed Dec 27 04:00:52 +0000 2017,CBS,0.0,0.664,0.336,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,59
159,0.0,Wed Dec 27 03:59:48 +0000 2017,CBS,0.0,1.0,0.0,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without 🎶All Night Long🎶 😁 #KCHonors,60
160,0.8271,Wed Dec 27 03:36:01 +0000 2017,CBS,0.0,0.58,0.42,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,61
161,0.8103,Wed Dec 27 03:35:29 +0000 2017,CBS,0.0,0.685,0.315,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ❤️,62
162,0.0,Wed Dec 27 03:03:49 +0000 2017,CBS,0.0,1.0,0.0,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,63
163,0.5255,Wed Dec 27 03:03:26 +0000 2017,CBS,0.0,0.78,0.22,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,64
164,0.7096,Wed Dec 27 02:57:56 +0000 2017,CBS,0.0,0.753,0.247,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ❤️🧡💛💚💙💜,65
165,0.7345,Wed Dec 27 02:48:52 +0000 2017,CBS,0.0,0.64,0.36,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,66
166,0.6124,Wed Dec 27 02:45:34 +0000 2017,CBS,0.0,0.826,0.174,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. 👏🏻📺,67
167,0.3699,Wed Dec 27 02:28:07 +0000 2017,CBS,0.0,0.702,0.298,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,68
168,0.8748,Wed Dec 27 02:26:46 +0000 2017,CBS,0.0,0.474,0.526,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,69
169,0.9601,Wed Dec 27 02:20:11 +0000 2017,CBS,0.0,0.434,0.566,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,70
170,0.8908,Wed Dec 27 02:00:29 +0000 2017,CBS,0.0,0.654,0.346,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,71
171,0.0,Wed Dec 27 01:08:32 +0000 2017,CBS,0.0,1.0,0.0,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",72
172,0.2415,Tue Dec 26 12:00:01 +0000 2017,CBS,0.173,0.61,0.218,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",73
173,0.5106,Mon Dec 25 12:00:05 +0000 2017,CBS,0.0,0.809,0.191,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",74
174,-0.2263,Mon Dec 25 00:48:24 +0000 2017,CBS,0.101,0.899,0.0,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",75
175,0.7574,Sun Dec 24 20:40:42 +0000 2017,CBS,0.0,0.711,0.289,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",76
176,0.7974,Sun Dec 24 14:17:43 +0000 2017,CBS,0.0,0.727,0.273,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,77
177,0.0,Sun Dec 24 12:30:02 +0000 2017,CBS,0.0,1.0,0.0,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",78
178,0.0,Sat Dec 23 16:21:17 +0000 2017,CBS,0.0,1.0,0.0,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",79
179,0.8236,Sat Dec 23 15:00:02 +0000 2017,CBS,0.0,0.714,0.286,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",80
180,0.7712,Sat Dec 23 12:37:04 +0000 2017,CBS,0.0,0.645,0.355,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,81
181,0.743,Sat Dec 23 07:24:44 +0000 2017,CBS,0.107,0.583,0.311,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,82
182,0.8687,Sat Dec 23 06:39:45 +0000 2017,CBS,0.0,0.635,0.365,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,83
183,-0.1531,Sat Dec 23 01:38:37 +0000 2017,CBS,0.127,0.769,0.104,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",84
184,0.9422,Sat Dec 23 00:39:52 +0000 2017,CBS,0.0,0.531,0.469,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,85
185,0.6588,Fri Dec 22 19:35:35 +0000 2017,CBS,0.0,0.759,0.241,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",86
186,0.6597,Fri Dec 22 18:03:20 +0000 2017,CBS,0.0,0.722,0.278,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",87
187,0.5255,Fri Dec 22 14:04:52 +0000 2017,CBS,0.0,0.841,0.159,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,88
188,0.8718,Thu Dec 21 12:04:04 +0000 2017,CBS,0.0,0.632,0.368,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",89
189,0.6597,Thu Dec 21 01:04:27 +0000 2017,CBS,0.0,0.787,0.213,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",90
190,0.3818,Wed Dec 20 23:00:04 +0000 2017,CBS,0.0,0.843,0.157,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,91
191,0.743,Wed Dec 20 21:08:10 +0000 2017,CBS,0.0,0.751,0.249,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",92
192,0.7222,Wed Dec 20 20:10:15 +0000 2017,CBS,0.0,0.719,0.281,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,93
193,0.0,Wed Dec 20 19:31:47 +0000 2017,CBS,0.0,1.0,0.0,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,94
194,0.5423,Wed Dec 20 15:30:01 +0000 2017,CBS,0.0,0.857,0.143,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,95
195,0.1139,Wed Dec 20 01:01:19 +0000 2017,CBS,0.0,0.941,0.059,RT @survivorcbs: This finale is going to be unlike any ending in the history of #Survivor. Don't miss the finale + reunion all starting Wed…,96
196,0.7644,Wed Dec 20 00:14:34 +0000 2017,CBS,0.0,0.708,0.292,"This Friday, gather around the tree and celebrate the holidays with Lucille Ball! Watch two colorized back-to-back… https://t.co/4wopbmS4ez",97
197,0.0,Tue Dec 19 21:12:50 +0000 2017,CBS,0.0,1.0,0.0,Kevin and Vanessa took a trip back in time on last night's #KevinCanWait. Watch the latest episode now:… https://t.co/SAqbLOd1Pg,98
198,0.3818,Tue Dec 19 21:00:03 +0000 2017,CBS,0.0,0.852,0.148,"Find out how to watch A Home for the Holidays with @JoshGroban, featuring performances by @Kelly_Clarkson,… https://t.co/Y6zrR9PigH",99
199,0.5719,Tue Dec 19 15:30:04 +0000 2017,CBS,0.0,0.791,0.209,"In one week, celebrate a night of legends when @LionelRichie, @GloriaEstefan, Carmen de Lavallade (@CarmenDances),… https://t.co/u7eXxb521H",100
200,0.0258,Thu Jan 11 00:21:06 +0000 2018,CNN,0.102,0.791,0.107,"Star gymnast Aly Raisman accused USA Gymnastics of being ""100% responsible"" for former team doctor Larry Nassar's y… https://t.co/cstO4wPqW4",1
201,-0.4019,Thu Jan 11 00:14:43 +0000 2018,CNN,0.179,0.821,0.0,"No, the movie ""Independence Day"" hasn't come to life. This photo shows a massive shelf cloud looming over Sydney… https://t.co/y9sHSdN3Kq",2
202,-0.6249,Thu Jan 11 00:08:18 +0000 2018,CNN,0.204,0.796,0.0,"A Florida university posted campus police outside a sociology class titled ""White Racism"" after the professor was f… https://t.co/bE2CydWmZd",3
203,-0.4767,Wed Jan 10 23:57:04 +0000 2018,CNN,0.272,0.59,0.138,"Michael Wolff's book ""Fire and Fury: Inside the Trump White House"" debuts at No. 1 on The New York Times' best sell… https://t.co/J1mUX7Uwub",4
204,-0.0772,Wed Jan 10 23:51:06 +0000 2018,CNN,0.121,0.769,0.11,Thieves reportedly made off with about $5.4 million in jewels from the Ritz Hotel in Paris. It was the second big j… https://t.co/UkDXepATJt,5
205,0.0,Wed Jan 10 23:44:04 +0000 2018,CNN,0.0,1.0,0.0,"US President Trump is planning an America First ""vindication tour"" during his trip to Davos, Switzerland, sources s… https://t.co/a2Xe1rItUD",6
206,-0.25,Wed Jan 10 23:38:07 +0000 2018,CNN,0.102,0.841,0.058,"The number of lives lost to the US opioid epidemic continues to spike, and this has contributed to a record number… https://t.co/T7i8BPcqtq",7
207,0.5106,Wed Jan 10 23:30:20 +0000 2018,CNN,0.0,0.845,0.155,President Trump calls for a review of libel laws (again) in his latest salvo against the free press  | By… https://t.co/4ZcKY4Qr82,8
208,0.2023,Wed Jan 10 23:26:33 +0000 2018,CNN,0.0,0.924,0.076,RT @CNNSitRoom: Sen. Murphy: Trump is going to have to go under oath and tell his side of the story. It’s important. https://t.co/vvw9uRQZ6…,9
209,-0.5574,Wed Jan 10 23:23:02 +0000 2018,CNN,0.153,0.847,0.0,"The White House ban on staffers using personal cellphones in the West Wing will go into effect next Tuesday, accord… https://t.co/TzjxHuCx1t",10
210,-0.5994,Wed Jan 10 23:18:11 +0000 2018,CNN,0.178,0.822,0.0,"This year marks the 50th anniversary of the Rev. Martin Luther King Jr.'s assassination.

In recognition, The King… https://t.co/Vl1QBC7yFU",11
211,-0.4019,Wed Jan 10 23:11:28 +0000 2018,CNN,0.162,0.838,0.0,The problem isn't Trump's brain. It's his heart | By Michael D'Antonio via @CNNOpinion https://t.co/KJAdeEOHEo https://t.co/8mj3L9Bph0,12
212,0.765,Wed Jan 10 23:05:09 +0000 2018,CNN,0.0,0.691,0.309,President Trump's top national security advisers are encouraging him to comply with the terms of the 2015 Iran nucl… https://t.co/tsoArk6kUd,13
213,-0.3818,Wed Jan 10 22:56:02 +0000 2018,CNN,0.178,0.822,0.0,Sen. Rand Paul threatens to filibuster over the FISA surveillance program https://t.co/nxPZ1afxIz https://t.co/wELVWX3lld,14
214,0.0,Wed Jan 10 22:48:06 +0000 2018,CNN,0.0,1.0,0.0,GoPro CEO and founder Nick Woodman said his company is open to a sale https://t.co/k0kC8yGjDQ https://t.co/5Bgwiqz3pE,15
215,0.0,Wed Jan 10 22:40:46 +0000 2018,CNN,0.0,1.0,0.0,The Trump administration is about to start letting states require many Medicaid recipients to work for their benefi… https://t.co/41llbTiAgY,16
216,0.1027,Wed Jan 10 22:31:09 +0000 2018,CNN,0.086,0.81,0.105,"An Ohio man has been charged with allegedly creating and installing computer malware, called Fruitfly, that let him… https://t.co/wvE0ThYqJC",17
217,-0.296,Wed Jan 10 22:24:05 +0000 2018,CNN,0.145,0.855,0.0,"Trump uses ""no collusion"" 7 times in a single Russia answer | Analysis by @CillizzaCNN https://t.co/tuJfiAajzv https://t.co/PMWxbFcGAC",18
218,0.0772,Wed Jan 10 22:18:08 +0000 2018,CNN,0.14,0.702,0.158,"Smart or ""crazy talk""? Lawmakers are split over President Trump's earmark proposal https://t.co/nylGMAERg3 https://t.co/lDsBjjnwlw",19
219,0.1027,Wed Jan 10 22:11:25 +0000 2018,CNN,0.0,0.92,0.08,A South Carolina Republican says the Trump administration's decision to exempt Florida from offshore drilling -- af… https://t.co/Lb9tLh2kXL,20
220,0.0258,Thu Jan 11 00:21:06 +0000 2018,CNN,0.102,0.791,0.107,"Star gymnast Aly Raisman accused USA Gymnastics of being ""100% responsible"" for former team doctor Larry Nassar's y… https://t.co/cstO4wPqW4",21
221,-0.4019,Thu Jan 11 00:14:43 +0000 2018,CNN,0.179,0.821,0.0,"No, the movie ""Independence Day"" hasn't come to life. This photo shows a massive shelf cloud looming over Sydney… https://t.co/y9sHSdN3Kq",22
222,-0.6249,Thu Jan 11 00:08:18 +0000 2018,CNN,0.204,0.796,0.0,"A Florida university posted campus police outside a sociology class titled ""White Racism"" after the professor was f… https://t.co/bE2CydWmZd",23
223,-0.4767,Wed Jan 10 23:57:04 +0000 2018,CNN,0.272,0.59,0.138,"Michael Wolff's book ""Fire and Fury: Inside the Trump White House"" debuts at No. 1 on The New York Times' best sell… https://t.co/J1mUX7Uwub",24
224,-0.0772,Wed Jan 10 23:51:06 +0000 2018,CNN,0.121,0.769,0.11,Thieves reportedly made off with about $5.4 million in jewels from the Ritz Hotel in Paris. It was the second big j… https://t.co/UkDXepATJt,25
225,0.0,Wed Jan 10 23:44:04 +0000 2018,CNN,0.0,1.0,0.0,"US President Trump is planning an America First ""vindication tour"" during his trip to Davos, Switzerland, sources s… https://t.co/a2Xe1rItUD",26
226,-0.25,Wed Jan 10 23:38:07 +0000 2018,CNN,0.102,0.841,0.058,"The number of lives lost to the US opioid epidemic continues to spike, and this has contributed to a record number… https://t.co/T7i8BPcqtq",27
227,0.5106,Wed Jan 10 23:30:20 +0000 2018,CNN,0.0,0.845,0.155,President Trump calls for a review of libel laws (again) in his latest salvo against the free press  | By… https://t.co/4ZcKY4Qr82,28
228,0.2023,Wed Jan 10 23:26:33 +0000 2018,CNN,0.0,0.924,0.076,RT @CNNSitRoom: Sen. Murphy: Trump is going to have to go under oath and tell his side of the story. It’s important. https://t.co/vvw9uRQZ6…,29
229,-0.5574,Wed Jan 10 23:23:02 +0000 2018,CNN,0.153,0.847,0.0,"The White House ban on staffers using personal cellphones in the West Wing will go into effect next Tuesday, accord… https://t.co/TzjxHuCx1t",30
230,-0.5994,Wed Jan 10 23:18:11 +0000 2018,CNN,0.178,0.822,0.0,"This year marks the 50th anniversary of the Rev. Martin Luther King Jr.'s assassination.

In recognition, The King… https://t.co/Vl1QBC7yFU",31
231,-0.4019,Wed Jan 10 23:11:28 +0000 2018,CNN,0.162,0.838,0.0,The problem isn't Trump's brain. It's his heart | By Michael D'Antonio via @CNNOpinion https://t.co/KJAdeEOHEo https://t.co/8mj3L9Bph0,32
232,0.765,Wed Jan 10 23:05:09 +0000 2018,CNN,0.0,0.691,0.309,President Trump's top national security advisers are encouraging him to comply with the terms of the 2015 Iran nucl… https://t.co/tsoArk6kUd,33
233,-0.3818,Wed Jan 10 22:56:02 +0000 2018,CNN,0.178,0.822,0.0,Sen. Rand Paul threatens to filibuster over the FISA surveillance program https://t.co/nxPZ1afxIz https://t.co/wELVWX3lld,34
234,0.0,Wed Jan 10 22:48:06 +0000 2018,CNN,0.0,1.0,0.0,GoPro CEO and founder Nick Woodman said his company is open to a sale https://t.co/k0kC8yGjDQ https://t.co/5Bgwiqz3pE,35
235,0.0,Wed Jan 10 22:40:46 +0000 2018,CNN,0.0,1.0,0.0,The Trump administration is about to start letting states require many Medicaid recipients to work for their benefi… https://t.co/41llbTiAgY,36
236,0.1027,Wed Jan 10 22:31:09 +0000 2018,CNN,0.086,0.81,0.105,"An Ohio man has been charged with allegedly creating and installing computer malware, called Fruitfly, that let him… https://t.co/wvE0ThYqJC",37
237,-0.296,Wed Jan 10 22:24:05 +0000 2018,CNN,0.145,0.855,0.0,"Trump uses ""no collusion"" 7 times in a single Russia answer | Analysis by @CillizzaCNN https://t.co/tuJfiAajzv https://t.co/PMWxbFcGAC",38
238,0.0772,Wed Jan 10 22:18:08 +0000 2018,CNN,0.14,0.702,0.158,"Smart or ""crazy talk""? Lawmakers are split over President Trump's earmark proposal https://t.co/nylGMAERg3 https://t.co/lDsBjjnwlw",39
239,0.1027,Wed Jan 10 22:11:25 +0000 2018,CNN,0.0,0.92,0.08,A South Carolina Republican says the Trump administration's decision to exempt Florida from offshore drilling -- af… https://t.co/Lb9tLh2kXL,40
240,0.0,Wed Jan 10 21:58:07 +0000 2018,CNN,0.0,1.0,0.0,The largest consumer electronics show in the world experienced a power outage for about 2 hours… https://t.co/WsXScCzDHm,41
241,0.0,Wed Jan 10 21:53:01 +0000 2018,CNN,0.0,1.0,0.0,"""My whole life is here. My home. My son. His future.""

This woman says she has recurring nightmares about being for… https://t.co/KnGjXhFmET",42
242,-0.7506,Wed Jan 10 21:38:06 +0000 2018,CNN,0.274,0.726,0.0,Michael Douglas has denied what he says is a forthcoming claim of sexual harassment against him in a new interview… https://t.co/YWrmoUfnYV,43
243,0.128,Wed Jan 10 21:31:09 +0000 2018,CNN,0.0,0.919,0.081,"The State Department has launched its new travel advisory system, announced last month, which ranks countries into… https://t.co/nOHGnOKa8b",44
244,-0.3612,Wed Jan 10 21:24:44 +0000 2018,CNN,0.135,0.865,0.0,"Here are some of the times President Trump has called the Russia probe a ""witch hunt"" https://t.co/1FkZ2Z58xH https://t.co/WRQA7NYX3R",45
245,-0.1027,Wed Jan 10 21:13:42 +0000 2018,CNN,0.291,0.472,0.236,A new customer lawsuit alleges Ford rigged certain Super Duty diesel pickups to cheat on emissions tests… https://t.co/J85YRwhP8z,46
246,0.5994,Wed Jan 10 20:58:14 +0000 2018,CNN,0.0,0.776,0.224,"""We'll see what happens"": President Trump dodges on the prospect of an interview with special counsel Robert Muelle… https://t.co/ivlPbzDtQB",47
247,-0.5106,Wed Jan 10 20:53:37 +0000 2018,CNN,0.193,0.807,0.0,"""There has been no collusion between the Trump campaign and Russians. ... It's a Democrat hoax that was brought up… https://t.co/tD0oiHH41T",48
248,-0.765,Wed Jan 10 20:46:02 +0000 2018,CNN,0.231,0.769,0.0,"""I still have pain every day, all day"": Sen. Rand Paul says he felt ""the pain of 1,000 knives"" for weeks after the… https://t.co/F05WM7q49t",49
249,0.0,Wed Jan 10 20:39:06 +0000 2018,CNN,0.0,1.0,0.0,The IRS needs more money to implement the new tax law https://t.co/641ONqbIeA https://t.co/oRajnIY85L,50
250,0.2732,Wed Jan 10 20:33:03 +0000 2018,CNN,0.0,0.884,0.116,"The Trump administration has eliminated or replaced references to climate change, renewable energy and similar topi… https://t.co/xyarlNK3dY",51
251,0.0,Wed Jan 10 20:33:02 +0000 2018,CNN,0.0,1.0,0.0,"""Would you be willing to sign an immigration deal that ultimately does not include funding for the border wall?""

U… https://t.co/gzUiduDKXD",52
252,0.4019,Wed Jan 10 20:25:06 +0000 2018,CNN,0.0,0.881,0.119,Luciana Vega is an 11-year-old Chilean-American girl who dreams of being the first person to walk on Mars. And she'… https://t.co/dcNLCA1AgV,53
253,0.7096,Wed Jan 10 20:24:50 +0000 2018,CNN,0.0,0.711,0.289,President Trump says the economic ties between the US and Norway are robust and growing: “The United States current… https://t.co/YT4tDzt9lo,54
254,0.0,Wed Jan 10 20:16:05 +0000 2018,CNN,0.0,1.0,0.0,President Trump speaks and takes questions alongside Norway's prime minister. Watch CNN: https://t.co/UYpqI3w42L https://t.co/LHV9nwd9d9,55
255,0.0,Wed Jan 10 20:15:54 +0000 2018,CNN,0.0,1.0,0.0,A Republican Kansas lawmaker has stepped down from a leadership position after he said African-Americans were more… https://t.co/LdfNLS76GQ,56
256,0.0,Wed Jan 10 20:10:03 +0000 2018,CNN,0.0,1.0,0.0,"By 2040, Islam could be the second-largest religion in the US https://t.co/Z72ey7IShu https://t.co/tLk0dJ3bVt",57
257,0.0,Wed Jan 10 20:05:04 +0000 2018,CNN,0.0,1.0,0.0,Immigration enforcement officers swoop in on dozens of 7-Eleven stores around the US https://t.co/BLNzXa8ghN https://t.co/7PG2SkEC3z,58
258,0.0,Wed Jan 10 20:00:23 +0000 2018,CNN,0.0,1.0,0.0,The White House has corrected the transcript of the President's immigration meeting with Republican and Democratic… https://t.co/ojwKYxYMHP,59
259,-0.1695,Wed Jan 10 19:55:07 +0000 2018,CNN,0.074,0.926,0.0,The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 p… https://t.co/oRu9gZQlPh,60
